"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol","ENTREZID"
17429.7395105736,-10.1170326453066,0.673781111860826,-15.0153105618614,5.82882317783861e-51,1.15830374190009e-46,"ANKRD30BL","554226"
10154.8306682,-11.423273037433,0.810342140803876,-14.0968517644915,3.97093315287867e-45,3.94551918070025e-41,"MT-ND6","4541"
984.004181746051,-6.07743225776728,0.435986380973746,-13.9395002297864,3.64483474025319e-44,2.41433853194372e-40,"RAB3IL1","5866"
484.192080344314,-5.6163787849647,0.42349387288689,-13.2620071848472,3.84465821013868e-40,1.9100261987969e-36,"SLC9A3R2",NA
302.502895994609,-4.43642198736115,0.358830640665257,-12.3635539571989,4.11550842711226e-35,1.6356676692715e-31,"ZNF598","90850"
2014.26506835285,3.26251950195881,0.292549581292054,11.1520224624824,6.99970397258676e-29,2.31830195572073e-25,"SRGN","5552"
1872.34919081454,-5.01284334059879,0.45705316592264,-10.9677466744586,5.461654598445e-28,1.55048571686141e-24,"ZNF316","100131017"
1001.68042648993,-4.74610398462461,0.445296647138451,-10.6582971489317,1.59490835438521e-26,3.96175235229287e-23,"FAM156A","29057"
185.809426767764,-5.03924128734241,0.479190102374883,-10.5161631310158,7.27771946394096e-26,1.60692045763816e-22,"DVL2","1856"
4008.22789039512,-2.83884819452355,0.273875919107859,-10.3654538294969,3.56064189219322e-25,7.07570756816638e-22,"EHBP1L1","254102"
2764.6803428054,-4.45743377578215,0.434132141462129,-10.267458568651,9.87723871551363e-25,1.78436807049715e-21,"CROCC","9696"
502.121473732117,-4.1485398409691,0.407260035022037,-10.1864643820124,2.27902418460021e-24,3.77406404969794e-21,"MCRIP1","348262"
741.584682512847,-4.36270205825975,0.435910144864228,-10.0082599812367,1.40196569076355e-23,2.1430663236041e-20,"PARP10","84875"
1219.63585335032,3.59143755968447,0.363155297072614,9.88953648379898,4.62162785140139e-23,6.55723694580319e-20,"PTGFR","5737"
2099.39733074679,-4.70283526766005,0.475866858456122,-9.88267029756535,4.94960518252052e-23,6.55723694580319e-20,"SPEG","10290"
665.128819398902,-3.23197212098164,0.328250471794681,-9.84605476211842,7.12875059891567e-23,8.85390824385326e-20,"NRBP2","340371"
302.886782639612,-4.916760245588,0.505705896990237,-9.7225685420135,2.41608552228048e-22,2.8242618528681e-19,"JUP","3728"
1091.96724811845,-5.49313983723384,0.571826780291606,-9.60630041571783,7.52025613869489e-22,8.30236277711916e-19,"PSG2","5670"
1533.96018037012,-5.09539409161714,0.535025589672232,-9.52364557878192,1.67208024096543e-21,1.67968994930938e-18,"SCAF1","58506"
180.405788025249,-3.71649448637358,0.390285304634412,-9.52250684881639,1.69050920824213e-21,1.67968994930938e-18,"ZNF205","7755"
282.975228132866,-4.6050192673798,0.484681659128187,-9.50112136626543,2.07642086977775e-21,1.9648874059154e-18,"CCDC102A","92922"
488.471232142148,-2.6061969708481,0.276508304120976,-9.4253840915673,4.28534251260995e-21,3.87083301866295e-18,"FBRSL1","57666"
185.825082451314,-3.46734969181775,0.369414360013076,-9.3860717588104,6.22797759562142e-21,5.3809726426169e-18,"BAX","581"
500.26842380735,-5.91728026087459,0.633116742318686,-9.3462703879912,9.07928832319685e-21,7.51765073160699e-18,"SEMA3B","7869"
1936.48746521454,-9.81374148427189,1.05144258329681,-9.33359713613726,1.02337447667411e-20,8.13459904018714e-18,"MT-ATP8","4509"
4883.21357696053,-3.43384600495295,0.369609796526496,-9.29046263714708,1.53619134951327e-20,1.17412286528953e-17,"TNRC18","84629"
123.335743880111,6.71653779764471,0.727963079624227,9.22648137747833,2.79667980217864e-20,2.05835633440348e-17,"BCL2A1","597"
4654.54481731175,-6.26053973372867,0.679561407239984,-9.21261811961283,3.18265623555768e-20,2.25877659689294e-17,"PLEKHA4","57664"
723.106200019724,9.53230151838103,1.03794197284669,9.18384819937234,4.1595480815376e-20,2.85029446470052e-17,"IGHV4-4","28401"
30844.3196806019,-9.10825002105174,0.992876441597013,-9.17359868706461,4.57485714582041e-20,3.03038537339144e-17,"PKNOX2","63876"
27616.8874664897,-7.11622927779468,0.782000300640116,-9.10003394112457,9.03036046826088e-20,5.78875236210581e-17,"HLA-V","352962"
1558.37439267381,-3.91324830740996,0.430778892978126,-9.08412266988361,1.04538344095415e-19,6.49183116832529e-17,"ADGRF1","266977"
358.287172815321,11.4259209196849,1.26709397694626,9.01742185470867,1.92567672774917e-19,1.15960751314641e-16,"IGHV3-53","28420"
238.61808803644,8.47236484078267,0.945704150804048,8.95878994882213,3.28260793578788e-19,1.91858779117579e-16,"IGKJ2","28949"
96.1824086696988,-10.6038951492794,1.18941023661116,-8.91525465552719,4.86696465172158e-19,2.76332347311461e-16,"IKBKGP1","246210"
368.661736406873,-2.91372803888479,0.327321320822533,-8.90173616421569,5.49798320558424e-19,3.0348867294825e-16,"TSC22D4","81628"
239.093889545566,-4.31022351435639,0.485103605856045,-8.88516074159105,6.38284155311293e-19,3.42810344171514e-16,"DNASE1L1","1774"
1138.64932443113,3.42865814492473,0.388236162839375,8.83137243024747,1.03399079756743e-18,5.40722766559474e-16,"CYTIP","9595"
2251.83862852346,-6.44490502965883,0.735650997212066,-8.76081872257827,1.93837309752864e-18,9.87675646002288e-16,"SINHCAFP3","646721"
97.7893304487558,-5.88133208465564,0.672199766074913,-8.74938133197772,2.14525585676218e-18,1.06576310963945e-15,"HOXC4","3221"
177.70103826573,-4.63787625234941,0.531267218092751,-8.72983706579785,2.55039769826936e-18,1.23613422097582e-15,"C1orf35","79169"
2633.67892568581,-5.47621930662705,0.628682098627085,-8.71063343235956,3.02181383728533e-18,1.429749632727e-15,"PTMS","5763"
902.606547948893,-3.92832367585285,0.452739849593804,-8.67677912465034,4.07134725386231e-18,1.88153052625004e-15,"JUNB","3726"
786.833497970112,-3.56936287964148,0.41154845019405,-8.67300770531023,4.20853465190926e-18,1.90072728642593e-15,"SART1","9092"
758.851378605902,-3.48293037109765,0.403931708258467,-8.6225723306401,6.54665854737115e-18,2.8910044145191e-15,"PKD1P3","339039"
800.320004741014,8.44803570390595,0.981223796456872,8.60969305311509,7.32564588579207e-18,3.16467902266217e-15,"IGLV1-47","28822"
48878.0006209851,-4.01005468730061,0.466687193096774,-8.59259638279611,8.50257922214708e-18,3.59496285750014e-15,"PLEC","5339"
104.875432469977,8.98254124094561,1.04877118963493,8.56482455822643,1.08240527339031e-17,4.48115783183587e-15,"COL6A5","256076"
1786.9721064284,-3.53114269733979,0.412549740551891,-8.55931382387001,1.13541260293087e-17,4.60467739702902e-15,"CLIP2","7461"
313.169240175638,-3.91906321194727,0.459352100175446,-8.5317193726782,1.44188479434883e-17,5.73062692665999e-15,"TCEA2","6919"
405.252025212836,-3.73403935828459,0.438100970419259,-8.52323918550363,1.55151919590331e-17,6.04544891391973e-15,"EFEMP2","30008"
1977.30753140475,-4.13172932015715,0.485508709968922,-8.51010339324629,1.73778324348094e-17,6.64100550277945e-15,"CCDC88B","283234"
280.841970578419,-3.38687439522731,0.398184498869534,-8.50579167406773,1.80360573605074e-17,6.76250060128307e-15,"PDE4A","5141"
545.068609894486,-2.21632232799757,0.262016660956931,-8.45870762532112,2.70356927214887e-17,9.83109038520104e-15,"OBSL1","23363"
67501.9362037494,4.07518512592794,0.481816576439103,8.45795957467024,2.72096402569473e-17,9.83109038520104e-15,"WDR74","54663"
476.391146470978,3.32374446239326,0.393387010632287,8.44904476396168,2.93695855906566e-17,1.00626276699574e-14,"ADAMTS6","11174"
258.564308014032,-3.30654976686814,0.391331171567476,-8.44949241744214,2.92572000572193e-17,1.00626276699574e-14,"IRF2BP1","26145"
