"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol"
358.287172815321,11.4259209196849,1.26709397694626,9.01742185470867,1.92567672774917e-19,1.15960751314641e-16,"IGHV3-53"
311.798513956838,11.2137846889176,1.39579182411552,8.03399510956694,9.43489577298982e-16,2.23202677143873e-13,"IGKV1-39"
286.788709182121,11.0943711367039,1.36995548737668,8.09834424470857,5.57122331194851e-16,1.43780973577975e-13,"IGKV3D-15"
346.572121839948,10.7768591845877,1.39615542256227,7.71895378582538,1.17288416146457e-14,2.15810685709481e-12,"IGHV6-1"
180.657749826681,10.4422675136578,1.25011282908772,8.35306003641143,6.65168191606463e-17,2.09813052438153e-14,"IGHV1-69"
842.985430624475,10.4289283520602,1.82817602718604,5.70455371746267,1.16648304047396e-08,5.12839623457931e-07,"IGHV3-15"
144.208349798055,10.1170097419827,1.21260276236807,8.34321845203895,7.22954370498537e-17,2.24477332039796e-14,"IGKV1D-13"
2205.20615602012,10.0434199630805,2.02889066125465,4.95020266733828,7.41362391985471e-07,1.75541901834101e-05,"IGKV2-28"
136.018826417684,10.0102631946056,1.53909172546293,6.50400689510216,7.82083095172882e-11,6.26675615615948e-09,"IGHV4-31"
130.522041238898,9.90999982559997,2.50776218189807,3.95173031044726,7.75881512482636e-05,0.000893800286396559,"IGHV1-69-2"
106.465691317361,9.65986275479757,1.43346648111982,6.73881313726381,1.59685606052834e-11,1.51108207784853e-09,"BIVM-ERCC5"
102.649411171735,9.55214200111801,3.05418923504853,3.12755407932876,0.00176267388764203,0.0108038887603079,"IGKV2D-28"
96.8420562146684,9.54495926345764,1.17269900717951,8.13930872715113,3.97541095697681e-16,1.0462015503149e-13,"IGHV2-70"
723.106200019724,9.53230151838103,1.03794197284669,9.18384819937234,4.1595480815376e-20,2.85029446470052e-17,"IGHV4-4"
83.5347929137374,9.2534817026425,3.13412224562885,2.95249546042702,0.00315216704940503,0.0169986061345391,"CXCL6"
69.0136516291931,9.04404381523472,1.30306889057197,6.94057227570287,3.90514719134892e-12,4.06298874274795e-10,"CXCR5"
104.875432469977,8.98254124094561,1.04877118963493,8.56482455822643,1.08240527339031e-17,4.48115783183587e-15,"COL6A5"
185.072312695432,8.97092475191626,1.23812284808084,7.24558533575379,4.30575572482304e-13,5.55610245218724e-11,"IGHV3-66"
247.163814309933,8.95591371656964,2.95083176248642,3.03504721293336,0.00240498035803906,0.0137609472142102,"IGHV5-10-1"
128.728914795007,8.89849162299286,1.20398759486199,7.39084992317791,1.45893214938644e-13,2.16357460243339e-11,"CXCL8"
63.9424412588689,8.86995132426008,2.95074468296826,3.00600434034756,0.00264705219349306,0.0148605459529461,"AMTN"
55.6788221864322,8.75075851799893,1.17103598213388,7.47266407822344,7.85872844480092e-14,1.20129732042372e-11,"HSPE1-MOB4"
58.5947384314657,8.74263364710664,3.01251098437714,2.90210847112123,0.00370660172004234,0.0193276277566732,"PEDS1-UBE2V1"
54.6606288892208,8.68902321938264,1.65162296290821,5.26089998414821,1.43351998470926e-07,4.34914643299884e-06,"PF4"
52.9269126169595,8.67755141860013,1.12563936078894,7.70899785568819,1.26809544419284e-14,2.3118892355046e-12,"IGKJ3"
4508.16810989162,8.67336313938184,1.71704609559303,5.05132806955089,4.38748751772172e-07,1.13526239521049e-05,"IGKV4-1"
455.95594075902,8.64746437174439,1.18045294230579,7.32554772988513,2.37924925814238e-13,3.32960853928206e-11,"ADAMDEC1"
59284.3695001603,8.64402458891344,1.63416921968864,5.28955293293336,1.22615694097633e-07,3.77770398931498e-06,"HBB"
52.1401378238522,8.64108866518651,1.23262929182372,7.01028989210671,2.3782483954395e-12,2.61108022730241e-10,"IGLJ2"
53.5957291685138,8.6212244170545,2.57659934184504,3.34597012311625,0.000819952301352779,0.00588872140675187,"KRT2"
133.515992589742,8.61159222767679,1.17866636587759,7.30621698979669,2.74768329802419e-13,3.71441921757392e-11,"COMMD3-BMI1"
50.0811361260269,8.57029730808319,1.33249833950749,6.43175083523997,1.26142401530778e-10,9.79180391882662e-09,"IGKV1D-8"
187.229534822623,8.5509442523199,1.09487243930386,7.80999132442934,5.71919223902979e-15,1.17166791931959e-12,"IGHJ3"
138.889011584277,8.48901759374178,1.40962239426116,6.02219262995692,1.72069930358996e-09,9.52471770499714e-08,"CXCR1"
47.1461862399214,8.4751639949073,1.57073866201249,5.39565505062988,6.82740041535715e-08,2.28792750512609e-06,"IGKV3-7"
238.61808803644,8.47236484078267,0.945704150804048,8.95878994882213,3.28260793578788e-19,1.91858779117579e-16,"IGKJ2"
98.6001844197697,8.46853573969418,1.01165618838279,8.37096222703068,5.71496283930643e-17,1.8317377668177e-14,"IGHJ2"
800.320004741014,8.44803570390595,0.981223796456872,8.60969305311509,7.32564588579207e-18,3.16467902266217e-15,"IGLV1-47"
141.369589156065,8.44353023588689,1.46965081929306,5.7452628372966,9.17783109835245e-09,4.20234699507972e-07,"IGHV4-28"
6348.8146003672,8.44187715247872,2.03921395688065,4.13977019134966,3.47653915194132e-05,0.000462421593222074,"HBA1"
743.381218535318,8.27936561017505,1.48376147740911,5.57998420651289,2.40540424665529e-08,9.52195083456851e-07,"IGLV3-25"
6275.04902982912,8.25237247268908,1.7586782797399,4.69237186116245,2.70055682594594e-06,5.4262351107379e-05,"IGHG3"
185.16616741079,8.21541499365013,1.14360610035851,7.18378031655715,6.78097927323167e-13,8.26697055936563e-11,"IGKJ5"
38.9159204380719,8.20763656742787,1.35005767369657,6.0794710680431,1.20579635474035e-09,6.84616718897148e-08,"IGHV1-58"
346.791559951554,8.20700648702054,1.96591925490006,4.17464067588968,2.98456749280863e-05,0.000404841810355584,"IGKV1-17"
184.608059640742,8.19222185527499,1.36428812088402,6.00475935388684,1.9161589113713e-09,1.04424523508907e-07,"IGLV8-61"
39.7019132485131,8.17793716097384,3.37402476804405,2.4237928655499,0.0153593632433543,0.0579057610267383,"PROK2"
2491.28249242079,8.16253990989723,1.47542106243853,5.53234606560818,3.15975709130504e-08,1.21217553896552e-06,"IGHV4-39"
35.5694641021824,8.06831949101611,1.6305624088397,4.94818195689761,7.49098665273386e-07,1.76794402331505e-05,"IGHV3-6"
1906.35326981853,8.00978092270698,1.62823850492876,4.91929216663343,8.68577390686714e-07,2.01169812444363e-05,"IGLV3-19"
728.425847065865,7.97575610754887,1.00602949145011,7.92795457323267,2.22784769176405e-15,4.70976482241864e-13,"IGLV2-23"
