"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","GeneRatio"
"GO:0019814",2.66000777574598e-34,1,96,128,"immunoglobulin complex","CC",5.30405550483749e-31,0.0223985067662156
"GO:0071735",1.43280610781374e-07,1,11,11,"IgG immunoglobulin complex","CC",0.00014285076894903,0.0025664955669622
"GO:0032991",2.11583143169482e-05,0.999982181631537,1459,5420,"protein-containing complex","CC",0.0140632262493316,0.340410639290714
"GO:0071753",7.48970707739809e-05,0.999997480511073,8,9,"IgM immunoglobulin complex","CC",0.0343254230687812,0.00186654223051797
"GO:0042571",8.60717729909258e-05,0.999994785037867,9,11,"immunoglobulin complex, circulating","CC",0.0343254230687812,0.00209986000933271
"GO:0005576",0.000137499240763365,0.999883964225797,969,3573,"extracellular region","CC",0.0454554221661892,0.226084927671489
"GO:0098802",0.000159572695668668,0.999908287689819,84,237,"plasma membrane signaling receptor complex","CC",0.0454554221661892,0.0195986934204386
"GO:0031982",0.000213054244595469,0.999818960846527,1001,3689,"vesicle","CC",0.0531037704654206,0.23355109659356
"GO:0042101",0.000352299642225828,0.999852867292709,34,82,"T cell receptor complex","CC",0.0729240044306036,0.00793280447970135
"GO:0016234",0.00036571717367404,0.999856027289748,31,70,"inclusion body","CC",0.0729240044306036,0.00723285114325712
"GO:0012505",0.000444626603024545,0.999615414114821,1208,4499,"endomembrane system","CC",0.0805986769482675,0.281847876808213
"GO:0048471",0.000697496395169781,0.999485218180941,209,687,"perinuclear region of cytoplasm","CC",0.111769237055571,0.0487634157722818
"GO:0071742",0.000777014207123734,1,5,5,"IgE immunoglobulin complex","CC",0.111769237055571,0.00116658889407373
"GO:0005581",0.000784738876017049,0.999666274780862,32,75,"collagen trimer","CC",0.111769237055571,0.00746616892207186
"GO:0071745",0.00100454639286823,0.999924577082932,7,9,"IgA immunoglobulin complex","CC",0.123449433653371,0.00163322445170322
"GO:0072562",0.0010163784159662,0.999477475253303,46,124,"blood microparticle","CC",0.123449433653371,0.0107326178254783
"GO:0016604",0.00105247761891038,0.999192415419393,256,860,"nuclear body","CC",0.123449433653371,0.0597293513765749
"GO:0005654",0.0021221507485767,0.998139205191757,1093,4090,"nucleoplasm","CC",0.235087144036774,0.255016332244517
"GO:0005813",0.00240760497663173,0.998154389333769,218,732,"centrosome","CC",0.241851235166917,0.0508632757816146
"GO:0001772",0.00242578972083166,0.999093354271626,21,47,"immunological synapse","CC",0.241851235166917,0.00489967335510966
"GO:0071944",0.00322552871644875,0.997128959761682,1444,5472,"cell periphery","CC",0.287279890353589,0.336910872608493
"GO:0071738",0.00325469418687874,1,4,4,"IgD immunoglobulin complex","CC",0.287279890353589,0.000933271115258983
"GO:0098644",0.00341255523541589,0.999021644927554,14,27,"complex of collagen trimers","CC",0.287279890353589,0.00326644890340644
"GO:0032021",0.00366119470560685,1,4,4,"NELF complex","CC",0.287279890353589,0.000933271115258983
"GO:0036454",0.00372670874519543,0.999673533838991,6,8,"growth factor complex","CC",0.287279890353589,0.00139990667288847
"GO:0005815",0.00374587620320628,0.997022012360224,267,920,"microtubule organizing center","CC",0.287279890353589,0.0622958469435371
"GO:0140513",0.00402479541745558,0.996704134828491,348,1234,"nuclear protein-containing complex","CC",0.297238594903941,0.0811945870275315
"GO:0005886",0.00424438646579423,0.996218275124383,1336,5055,"plasma membrane","CC",0.302260950456917,0.3117125524965
"GO:0035976",0.0044501557274364,0.999768528092438,5,6,"transcription factor AP-1 complex","CC",0.305986569672696,0.00116658889407373
"GO:0031981",0.00507807321046417,0.995485039097294,1173,4433,"nuclear lumen","CC",0.337522599388852,0.273681754549697
"GO:0098591",0.00530174463376324,0.999711004423015,5,6,"external side of apical plasma membrane","CC",0.341021896765287,0.00116658889407373
"GO:0101002",0.00632082701850131,0.996054240394584,60,181,"ficolin-1-rich granule","CC",0.393866533590363,0.0139990667288847
"GO:0005622",0.00666748448889214,0.994214338475836,3420,13480,"intracellular anatomical structure","CC",0.402877699116695,0.79794680354643
"GO:0016020",0.00736008393681486,0.993351200414534,2170,8409,"membrane","CC",0.431647275588495,0.506299580027998
"GO:0097431",0.00860767693582166,0.996685085204891,17,39,"mitotic spindle pole","CC",0.489345265129668,0.00396640223985068
"GO:0005802",0.00939761882372648,0.993533799965597,84,265,"trans-Golgi network","CC",0.489345265129668,0.0195986934204386
"GO:0001650",0.00995206601431299,0.993822279294394,53,158,"fibrillar center","CC",0.489345265129668,0.0123658422771815
"GO:0031410",0.0103646138079276,0.990951062668368,637,2367,"cytoplasmic vesicle","CC",0.489345265129668,0.148623425104993
"GO:0005833",0.0104981254906389,0.998966269038068,5,7,"hemoglobin complex","CC",0.489345265129668,0.00116658889407373
"GO:1903561",0.0105833405277024,0.990859636941698,529,1965,"extracellular vesicle","CC",0.489345265129668,0.123425104993
"GO:0034774",0.0106298944415544,0.992483617291376,93,305,"secretory granule lumen","CC",0.489345265129668,0.0216985534297713
"GO:0043230",0.0109701376077802,0.990519022346551,529,1966,"extracellular organelle","CC",0.489345265129668,0.123425104993
"GO:0065010",0.0109701376077802,0.990519022346551,529,1966,"extracellular membrane-bounded organelle","CC",0.489345265129668,0.123425104993
"GO:0098895",0.0110215829051814,0.998485042597695,6,9,"postsynaptic endosome membrane","CC",0.489345265129668,0.00139990667288847
"GO:0097708",0.011279965191366,0.990136257145142,638,2373,"intracellular vesicle","CC",0.489345265129668,0.148856742883808
"GO:0005829",0.011288807520544,0.989808832444619,1362,5206,"cytosol","CC",0.489345265129668,0.317778814745684
"GO:0060205",0.0119197347551991,0.991508662635087,94,310,"cytoplasmic vesicle lumen","CC",0.495259224247399,0.0219318712085861
"GO:0030130",0.0119219873439695,0.997038791643813,9,17,"clathrin coat of trans-Golgi network vesicle","CC",0.495259224247399,0.00209986000933271
"GO:0070062",0.0128059740495132,0.988909764525109,521,1939,"extracellular exosome","CC",0.514720816463929,0.121558562762483
"GO:0031983",0.0133150167185039,0.990464679827439,94,311,"vesicle lumen","CC",0.514720816463929,0.0219318712085861
"GO:0071754",0.0136317678553233,1,3,3,"IgM immunoglobulin complex, circulating","CC",0.514720816463929,0.000699953336444237
"GO:0071756",0.0136317678553233,1,3,3,"pentameric IgM immunoglobulin complex","CC",0.514720816463929,0.000699953336444237
"GO:0044300",0.0136811450715086,0.998550243836942,5,7,"cerebellar mossy fiber","CC",0.514720816463929,0.00116658889407373
"GO:0005594",0.0142141257996853,1,3,3,"collagen type IX trimer","CC",0.524869756380971,0.000699953336444237
"GO:0070939",0.0151901755992217,1,3,3,"Dsl1/NZR complex","CC",0.547441896490727,0.000699953336444237
"GO:0032588",0.0153744965915149,0.991042747970801,38,109,"trans-Golgi network membrane","CC",0.547441896490727,0.00886607559496034
"GO:0061908",0.0166289495358628,1,3,3,"phagophore","CC",0.581721497798427,0.000699953336444237
"GO:0070418",0.0173138163751478,0.998880738733864,4,5,"DNA-dependent protein kinase complex","CC",0.595237066414563,0.000933271115258983
"GO:0016607",0.0179448810735792,0.986415373693337,123,413,"nuclear speck","CC",0.606476150181641,0.0286980867942137
"GO:0098588",0.0185662216257129,0.983711620673364,574,2133,"bounding membrane of organelle","CC",0.617017432027858,0.133924405039664
"GO:0110165",0.0199968145106459,0.992223267123741,4010,16030,"cellular anatomical structure","CC",0.653666362856197,0.93560429304713
"GO:0008023",0.0209298746727822,0.990335621666599,19,48,"transcription elongation factor complex","CC",0.661624867439579,0.00443303779748017
"GO:0030426",0.0210899306780838,0.98617767579185,54,165,"growth cone","CC",0.661624867439579,0.0125991600559963
"GO:0032039",0.0212357028666665,0.993948478435915,9,18,"integrator complex","CC",0.661624867439579,0.00209986000933271
"GO:0140168",0.0218319290641663,0.983100805139486,136,464,"nuclear ribonucleoprotein granule","CC",0.669736408522272,0.0317312179188054
"GO:0030660",0.0237863531500358,0.988506478960718,20,53,"Golgi-associated vesicle membrane","CC",0.718636184563202,0.00466635557629491
"GO:0120103",0.0245173540878333,0.99540002252797,6,10,"centriolar subdistal appendage","CC",0.729665732106561,0.00139990667288847
"GO:0030427",0.025386306280222,0.983073320189245,55,170,"site of polarized growth","CC",0.739264676310112,0.012832477834811
"GO:0009986",0.0266379579441767,0.977958393580835,231,825,"cell surface","CC",0.739264676310112,0.0538964069062062
"GO:0005737",0.0267394341140778,0.975620165772262,2829,11123,"cytoplasm","CC",0.739264676310112,0.660055996266916
"GO:0160232",0.0268979172544323,0.992614017003404,8,16,"INTAC complex","CC",0.739264676310112,0.00186654223051797
"GO:0005794",0.02691268181806,0.976615605693731,430,1579,"Golgi apparatus","CC",0.739264676310112,0.100326644890341
"GO:0015630",0.0270643537465588,0.97664508337474,387,1415,"microtubule cytoskeleton","CC",0.739264676310112,0.0902939804013066
"GO:0072686",0.0284409473376311,0.980643028543015,58,184,"mitotic spindle","CC",0.76422131911847,0.0135324311712552
"GO:0005814",0.0287445330661411,0.980898384442062,52,161,"centriole","CC",0.76422131911847,0.0121325244983668
"GO:0016235",0.0303663650501062,0.98726911070195,14,34,"aggresome","CC",0.786403179357113,0.00326644890340644
"GO:0009897",0.0306711221090221,0.976722978849053,105,359,"external side of plasma membrane","CC",0.786403179357113,0.0244983667755483
"GO:0005615",0.0307620100250024,0.972417066430761,726,2776,"extracellular space","CC",0.786403179357113,0.169388707419505
"GO:0120281",0.0315618781756423,0.994903496138302,5,8,"autolysosome membrane","CC",0.789887665184684,0.00116658889407373
"GO:0070552",0.0320394621888784,0.996263248214412,4,6,"BRISC complex","CC",0.789887665184684,0.000933271115258983
"GO:0097486",0.0320867105716948,0.996255835237589,4,6,"multivesicular body lumen","CC",0.789887665184684,0.000933271115258983
"GO:0005614",0.0328544433486745,0.989562616301888,9,19,"interstitial matrix","CC",0.798923902893377,0.00209986000933271
"GO:0000139",0.0332798211798924,0.972779355113429,190,671,"Golgi membrane","CC",0.799517631719342,0.0443303779748017
"GO:0030121",0.03376087545727,0.992601268529586,6,11,"AP-1 adaptor complex","CC",0.799917652509961,0.00139990667288847
"GO:1904813",0.034098796621538,0.978500700270945,39,121,"ficolin-1-rich granule lumen","CC",0.799917652509961,0.00909939337377508
"GO:0019815",0.0348183114238624,0.995820449953146,4,6,"B cell receptor complex","CC",0.807298988130018,0.000933271115258983
"GO:0005765",0.0360690806481678,0.97167738189502,128,445,"lysosomal membrane","CC",0.811353417222005,0.0298646756882874
"GO:0098852",0.0360690806481678,0.97167738189502,128,445,"lytic vacuole membrane","CC",0.811353417222005,0.0298646756882874
"GO:0072687",0.0364066125863736,0.989044079947739,8,17,"meiotic spindle","CC",0.811353417222005,0.00186654223051797
"GO:0099522",0.0372435882350765,0.982712863765491,16,41,"cytosolic region","CC",0.811353417222005,0.00373308446103593
"GO:0012510",0.0386278442190044,0.987077194457953,9,20,"trans-Golgi network transport vesicle membrane","CC",0.811353417222005,0.00209986000933271
"GO:0005593",0.0391836003788321,0.995097776019,4,6,"FACIT collagen trimer","CC",0.811353417222005,0.000933271115258983
"GO:0140151",0.0391836003788321,0.995097776019,4,6,"solid phase of interstitial matrix","CC",0.811353417222005,0.000933271115258983
"GO:0140152",0.0391836003788321,0.995097776019,4,6,"collagenous component of interstitial matrix","CC",0.811353417222005,0.000933271115258983
"GO:0140153",0.0391836003788321,0.995097776019,4,6,"FACIT collagen complex","CC",0.811353417222005,0.000933271115258983
"GO:0098944",0.0404184388009381,0.994887559167439,4,6,"postsynaptic recycling endosome membrane","CC",0.811353417222005,0.000933271115258983
"GO:0042105",0.0407907795916478,0.992118171495721,5,9,"alpha-beta T cell receptor complex","CC",0.811353417222005,0.00116658889407373
"GO:0030496",0.0415095571024009,0.970604915082185,62,203,"midbody","CC",0.811353417222005,0.0144657022865142
"GO:0031974",0.0418332877901409,0.961473487423357,1422,5514,"membrane-enclosed lumen","CC",0.811353417222005,0.331777881474568
"GO:0043233",0.0418332877901409,0.961473487423357,1422,5514,"organelle lumen","CC",0.811353417222005,0.331777881474568
"GO:0070013",0.0418332877901409,0.961473487423357,1422,5514,"intracellular organelle lumen","CC",0.811353417222005,0.331777881474568
"GO:0000323",0.0423062279234292,0.964774356751261,208,753,"lytic vacuole","CC",0.811353417222005,0.0485300979934671
"GO:0005764",0.0423062279234292,0.964774356751261,208,753,"lysosome","CC",0.811353417222005,0.0485300979934671
"GO:0097470",0.0427414169012168,0.990030532449602,6,11,"ribbon synapse","CC",0.811353417222005,0.00139990667288847
"GO:0140086",0.0435197628282489,0.994348719400123,4,6,"basement membrane/interstitial matrix interface","CC",0.811353417222005,0.000933271115258983
"GO:0140158",0.0435197628282489,0.994348719400123,4,6,"von-Willerbrand-factor-A-domain-rich collagen trimer","CC",0.811353417222005,0.000933271115258983
"GO:0097427",0.0435380218870384,0.994345501650938,4,6,"microtubule bundle","CC",0.811353417222005,0.000933271115258983
"GO:0071748",0.0447574299926741,0.996745305813169,3,4,"monomeric IgA immunoglobulin complex","CC",0.813425924160367,0.000699953336444237
"GO:0070032",0.0447634496729792,0.996744676316065,3,4,"synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex","CC",0.813425924160367,0.000699953336444237
"GO:0044754",0.0451894038671484,0.984392168501667,9,20,"autolysosome","CC",0.813425924160367,0.00209986000933271
"GO:0043235",0.0452809817361087,0.964179155029448,125,435,"receptor complex","CC",0.813425924160367,0.0291647223518432
"GO:0043625",0.0458417623874307,0.996631270464636,3,4,"delta DNA polymerase complex","CC",0.816147091076222,0.000699953336444237
"GO:0060171",0.0475307002482503,0.9936294489871,4,6,"stereocilium membrane","CC",0.838727577831957,0.000933271115258983
"GO:0030015",0.0482600453528597,0.993496014728815,4,6,"CCR4-NOT core complex","CC",0.841273441883967,0.000933271115258983
"GO:0005826",0.0486741711902747,0.99632735755591,3,4,"actomyosin contractile ring","CC",0.841273441883967,0.000699953336444237
"GO:0097418",0.0508130444890643,0.996092162725589,3,4,"neurofibrillary tangle","CC",0.841273441883967,0.000699953336444237
"GO:0002116",0.0508142222903584,0.985351830316938,7,14,"semaphorin receptor complex","CC",0.841273441883967,0.00163322445170322
"GO:0045334",0.051405920163142,0.968947510076587,29,86,"clathrin-coated endocytic vesicle","CC",0.841273441883967,0.00676621558562762
"GO:0032045",0.0517893974277764,0.978876075892786,11,27,"guanyl-nucleotide exchange factor complex","CC",0.841273441883967,0.0025664955669622
"GO:0070522",0.0522100213180921,0.995935943047428,3,4,"ERCC4-ERCC1 complex","CC",0.841273441883967,0.000699953336444237
"GO:0048476",0.0522946541069939,0.995926413244929,3,4,"Holliday junction resolvase complex","CC",0.841273441883967,0.000699953336444237
"GO:0005968",0.0526390773105309,0.995887553622137,3,4,"Rab-protein geranylgeranyltransferase complex","CC",0.841273441883967,0.000699953336444237
"GO:0071797",0.0526439249755288,0.995887005802414,3,4,"LUBAC complex","CC",0.841273441883967,0.000699953336444237
"GO:0098552",0.0529822215791371,0.956036836703194,183,660,"side of membrane","CC",0.841273441883967,0.0426971535230985
"GO:0098797",0.0537590308236618,0.955767789590123,167,595,"plasma membrane protein complex","CC",0.841273441883967,0.0389640690620625
"GO:0101003",0.0538587509363997,0.970414899958418,21,60,"ficolin-1-rich granule membrane","CC",0.841273441883967,0.00489967335510966
"GO:0044614",0.0556051363003855,0.995547832145457,3,4,"nuclear pore cytoplasmic filaments","CC",0.841273441883967,0.000699953336444237
"GO:0098562",0.055910916432892,0.959809662503913,60,198,"cytoplasmic side of membrane","CC",0.841273441883967,0.0139990667288847
"GO:0016514",0.0569774172910594,0.975234054933692,12,30,"SWI/SNF complex","CC",0.841273441883967,0.00279981334577695
"GO:1990565",0.0570740286310278,1,2,2,"HSP90-CDC37 chaperone complex","CC",0.841273441883967,0.000466635557629491
"GO:1990622",0.0570751123917091,1,2,2,"CHOP-ATF3 complex","CC",0.841273441883967,0.000466635557629491
"GO:0036502",0.0571007566629033,1,2,2,"Derlin-1-VIMP complex","CC",0.841273441883967,0.000466635557629491
"GO:0005893",0.0574624035976722,1,2,2,"interleukin-2 receptor complex","CC",0.841273441883967,0.000466635557629491
"GO:0097128",0.0574647759754683,1,2,2,"cyclin D1-CDK4 complex","CC",0.841273441883967,0.000466635557629491
"GO:0099023",0.0575825969708782,0.967101555180175,23,67,"vesicle tethering complex","CC",0.841273441883967,0.00536630891273915
"GO:0035525",0.0576541383397926,1,2,2,"NF-kappaB p50/p65 complex","CC",0.841273441883967,0.000466635557629491
"GO:0005773",0.0578108441240449,0.950918499922198,229,841,"vacuole","CC",0.841273441883967,0.0534297713485768
"GO:1990265",0.0582225350952795,1,2,2,"platelet-derived growth factor complex","CC",0.841273441883967,0.000466635557629491
"GO:0090571",0.058973573989816,0.981812260259919,7,15,"RNA polymerase II transcription repressor complex","CC",0.845995011048152,0.00163322445170322
"GO:0031595",0.0594757247475024,1,2,2,"nuclear proteasome complex","CC",0.847104251046569,0.000466635557629491
"GO:0005882",0.0599319878064114,0.963807449066691,27,82,"intermediate filament","CC",0.847548820467974,0.00629958002799813
"GO:0031838",0.0607425255300932,0.989510100493752,4,7,"haptoglobin-hemoglobin complex","CC",0.852961943007084,0.000933271115258983
"GO:0009328",0.0617468630903934,1,2,2,"phenylalanine-tRNA ligase complex","CC",0.858541983658453,0.000466635557629491
"GO:0097057",0.0620996071610675,1,2,2,"TRAF2-GSTP1 complex","CC",0.858541983658453,0.000466635557629491
"GO:0150051",0.0624315885809808,1,2,2,"postsynaptic Golgi apparatus","CC",0.858541983658453,0.000466635557629491
"GO:0008091",0.0630602587777277,0.986070842633965,5,9,"spectrin","CC",0.86124764385472,0.00116658889407373
"GO:0097138",0.0637662684519811,1,2,2,"BAD-BCL-2 complex","CC",0.864965573423472,0.000466635557629491
"GO:0005655",0.064697995775729,0.988567612502254,4,7,"nucleolar ribonuclease P complex","CC",0.871674348491916,0.000933271115258983
"GO:0120115",0.06552959772491,0.988366461605994,4,7,"Lsm2-8 complex","CC",0.875279744562246,0.000933271115258983
"GO:0005776",0.0662201316564619,0.956174671995741,37,118,"autophagosome","CC",0.875279744562246,0.00863275781614559
"GO:0090543",0.0668464584319451,0.968745641663493,13,34,"Flemming body","CC",0.875279744562246,0.00303313112459169
"GO:0097513",0.0671059247314716,1,2,2,"myosin II filament","CC",0.875279744562246,0.000466635557629491
"GO:0008021",0.0677366243449411,0.950204962117083,63,211,"synaptic vesicle","CC",0.875279744562246,0.014699020065329
"GO:0030312",0.0685333544281247,0.944525920067857,128,454,"external encapsulating structure","CC",0.875279744562246,0.0298646756882874
"GO:0030687",0.0693396158002631,0.97718274665091,7,16,"preribosome, large subunit precursor","CC",0.875279744562246,0.00163322445170322
"GO:0070820",0.0693490317794698,0.951502555430083,47,155,"tertiary granule","CC",0.875279744562246,0.010965935604293
"GO:0031463",0.0695344989033989,0.961056507813417,20,58,"Cul3-RING ubiquitin ligase complex","CC",0.875279744562246,0.00466635557629491
"GO:1990723",0.0696894117496595,1,2,2,"cytoplasmic periphery of the nuclear pore complex","CC",0.875279744562246,0.000466635557629491
"GO:0012506",0.0697941220588752,0.938895749503704,323,1201,"vesicle membrane","CC",0.875279744562246,0.0753616425571629
"GO:0035355",0.0720375674427544,1,2,2,"Toll-like receptor 2-Toll-like receptor 6 protein complex","CC",0.894712693522717,0.000466635557629491
"GO:0097136",0.0722410951139205,0.98221862258202,5,10,"Bcl-2 family protein complex","CC",0.894712693522717,0.00116658889407373
"GO:0035354",0.0727994089129601,1,2,2,"Toll-like receptor 1-Toll-like receptor 2 protein complex","CC",0.896061860323718,0.000466635557629491
"GO:0005774",0.0737868000035891,0.939705637880824,135,484,"vacuolar membrane","CC",0.902643430718752,0.0314979001399907
"GO:0034066",0.0762700361027475,1,2,2,"Ric1-Rgp1 guanyl-nucleotide exchange factor complex","CC",0.913492956948367,0.000466635557629491
"GO:0009898",0.0764247140929348,0.946378804072914,46,150,"cytoplasmic side of plasma membrane","CC",0.913492956948367,0.0107326178254783
"GO:0098686",0.0766691657691177,0.960876040697378,15,41,"hippocampal mossy fiber to CA3 synapse","CC",0.913492956948367,0.00349976668222119
"GO:1902712",0.0766950680062986,1,2,2,"G protein-coupled GABA receptor complex","CC",0.913492956948367,0.000466635557629491
"GO:0032127",0.0769643012875254,0.985498341229337,4,7,"dense core granule membrane","CC",0.913492956948367,0.000933271115258983
"GO:0035371",0.0778661926062247,0.967055881902146,10,25,"microtubule plus-end","CC",0.918728923413089,0.00233317778814746
"GO:0035578",0.0786411348147285,0.950861722367703,27,85,"azurophil granule lumen","CC",0.920528321475273,0.00629958002799813
"GO:0031012",0.0791111489666896,0.935550600041891,127,453,"extracellular matrix","CC",0.920528321475273,0.0296313579094727
"GO:0000785",0.0798080317183753,0.929754697547463,329,1228,"chromatin","CC",0.920528321475273,0.0767615492300513
"GO:0005819",0.0798652956946952,0.93528963138803,120,428,"spindle","CC",0.920528321475273,0.0279981334577695
"GO:0098791",0.0803466130832146,0.935665682115107,108,379,"Golgi apparatus subcompartment","CC",0.920753715447874,0.0251983201119925
"GO:1904724",0.0811073793648934,0.955875169156704,17,50,"tertiary granule lumen","CC",0.924160654020557,0.00396640223985068
"GO:0043197",0.0822253465444287,0.941306504770035,49,159,"dendritic spine","CC",0.931575801190857,0.0114325711619225
"GO:0000152",0.0831037021170563,0.955691202804721,16,46,"nuclear ubiquitin ligase complex","CC",0.935557876115472,0.00373308446103593
"GO:0005788",0.0835151965639689,0.935074117240455,83,291,"endoplasmic reticulum lumen","CC",0.935557876115472,0.0193653756416239
"GO:0036064",0.0846384683159744,0.933401422817305,91,317,"ciliary basal body","CC",0.942844166603647,0.0212319178721419
"GO:0030686",0.0858670302387421,0.962590327273952,10,26,"90S preribosome","CC",0.95121587942251,0.00233317778814746
"GO:0005856",0.0891038250206672,0.919026390954402,585,2218,"cytoskeleton","CC",0.95842075882784,0.136490900606626
"GO:0044309",0.0903096694825414,0.934999511247448,49,160,"neuron spine","CC",0.95842075882784,0.0114325711619225
"GO:0043226",0.091067304881352,0.916149039950832,3225,12783,"organelle","CC",0.95842075882784,0.752449836677555
"GO:0005876",0.0911198502238647,0.942613608015476,26,82,"spindle microtubule","CC",0.95842075882784,0.00606626224918339
"GO:0005828",0.0916845945212996,0.964094262442777,8,20,"kinetochore microtubule","CC",0.95842075882784,0.00186654223051797
"GO:0031428",0.0921454579506539,0.986834584624438,3,5,"box C/D methylation guide snoRNP complex","CC",0.95842075882784,0.000699953336444237
"GO:0170049",0.0921454579506539,0.986834584624438,3,5,"box C/D RNP complex","CC",0.95842075882784,0.000699953336444237
"GO:0071746",0.092536725874149,0.986752659708041,3,5,"IgA immunoglobulin complex, circulating","CC",0.95842075882784,0.000699953336444237
"GO:0071749",0.092536725874149,0.986752659708041,3,5,"polymeric IgA immunoglobulin complex","CC",0.95842075882784,0.000699953336444237
"GO:0071751",0.092536725874149,0.986752659708041,3,5,"secretory IgA immunoglobulin complex","CC",0.95842075882784,0.000699953336444237
"GO:0030014",0.0927042115944798,0.967127660637187,7,16,"CCR4-NOT complex","CC",0.95842075882784,0.00163322445170322
"GO:0005787",0.0928329707076484,0.986690513018921,3,5,"signal peptidase complex","CC",0.95842075882784,0.000699953336444237
"GO:0005768",0.0928905557845576,0.918681394970557,278,1036,"endosome","CC",0.95842075882784,0.0648623425104993
"GO:0045111",0.0937317466849343,0.936477261372214,35,114,"intermediate filament cytoskeleton","CC",0.95842075882784,0.0081661222585161
"GO:0030665",0.0942145040109946,0.934375378706612,40,131,"clathrin-coated vesicle membrane","CC",0.95842075882784,0.00933271115258983
"GO:0005798",0.0943072078793655,0.939243196132851,28,89,"Golgi-associated vesicle","CC",0.95842075882784,0.00653289780681288
"GO:0072558",0.0946885102753683,0.986298947773903,3,5,"NLRP1 inflammasome complex","CC",0.95842075882784,0.000699953336444237
"GO:0035580",0.095814537967311,0.944535872465223,19,57,"specific granule lumen","CC",0.96492014498393,0.00443303779748017
"GO:0045171",0.098556300461793,0.93561248938148,29,93,"intercellular bridge","CC",0.974525743317081,0.00676621558562762
"GO:0031597",0.0987563592650292,0.985426691412485,3,5,"cytosolic proteasome complex","CC",0.974525743317081,0.000699953336444237
"GO:0032449",0.0988797612322751,0.985399935396634,3,5,"CBM complex","CC",0.974525743317081,0.000699953336444237
"GO:0031906",0.0991174489872662,0.977472636360522,4,8,"late endosome lumen","CC",0.974525743317081,0.000933271115258983
"GO:0046696",0.0998642738465775,0.985185853579751,3,5,"lipopolysaccharide receptor complex","CC",0.974525743317081,0.000699953336444237
"GO:0016942",0.0999341921421176,0.985170608032429,3,5,"insulin-like growth factor binding protein complex","CC",0.974525743317081,0.000699953336444237
"GO:0005604",0.100418867556074,0.933357760030147,31,98,"basement membrane","CC",0.974525743317081,0.00723285114325712
"GO:0005775",0.100678186120019,0.926661374393461,49,167,"vacuolar lumen","CC",0.974525743317081,0.0114325711619225
"GO:0031312",0.10300917073393,0.953000706321114,10,27,"extrinsic component of organelle membrane","CC",0.99227191518578,0.00233317778814746
"GO:0005827",0.105499012799053,0.98393951546742,3,5,"polar microtubule","CC",1,0.000699953336444237
"GO:0043227",0.105987297898621,0.901579679808934,3056,12117,"membrane-bounded organelle","CC",1,0.713019132057863
"GO:0035102",0.106393402801445,0.960118157493451,7,17,"PRC1 complex","CC",1,0.00163322445170322
"GO:0098984",0.107042719967262,0.912828476616446,109,382,"neuron to neuron synapse","CC",1,0.0254316378908073
"GO:1990391",0.107303618626291,0.95348191730573,9,23,"DNA repair complex","CC",1,0.00209986000933271
"GO:0036513",0.108314305455092,0.974529680830671,4,8,"Derlin-1 retrotranslocation complex","CC",1,0.000933271115258983
"GO:1905347",0.109199213709342,0.983101734120327,3,5,"endodeoxyribonuclease complex","CC",1,0.000699953336444237
"GO:0033106",0.109373415945373,0.967774200819897,5,11,"cis-Golgi network membrane","CC",1,0.00116658889407373
"GO:0045095",0.109862513812183,0.946678547203193,11,31,"keratin filament","CC",1,0.0025664955669622
"GO:0030659",0.109934778420743,0.902480556056771,314,1180,"cytoplasmic vesicle membrane","CC",1,0.0732617825478301
"GO:0043232",0.110582706972167,0.896549303933056,1351,5262,"intracellular membraneless organelle","CC",1,0.315212319178721
"GO:0005688",0.110931492067233,0.973671862887908,4,8,"U6 snRNP","CC",1,0.000933271115258983
"GO:0098684",0.111136717549277,0.9826569927252,3,5,"photoreceptor ribbon synapse","CC",1,0.000699953336444237
"GO:0070938",0.111205207619687,0.96705248032026,5,11,"contractile ring","CC",1,0.00116658889407373
"GO:0043228",0.11234941209033,0.894865061515387,1351,5263,"membraneless organelle","CC",1,0.315212319178721
"GO:0005589",0.113545975212645,0.982098186929833,3,5,"collagen type VI trimer","CC",1,0.000699953336444237
"GO:0098647",0.113545975212645,0.982098186929833,3,5,"collagen beaded filament","CC",1,0.000699953336444237
"GO:0008287",0.113861210309892,0.933450715616233,18,54,"protein serine/threonine phosphatase complex","CC",1,0.00419972001866542
"GO:1903293",0.113861210309892,0.933450715616233,18,54,"phosphatase complex","CC",1,0.00419972001866542
"GO:0031527",0.117115290355162,0.954948416856009,7,17,"filopodium membrane","CC",1,0.00163322445170322
"GO:0035631",0.1172336169026,0.964645618913325,5,11,"CD40 receptor complex","CC",1,0.00116658889407373
"GO:1990745",0.117395076384341,0.981192211977784,3,5,"EARP complex","CC",1,0.000699953336444237
"GO:0140534",0.118243400922562,0.917748631689863,35,117,"endoplasmic reticulum protein-containing complex","CC",1,0.0081661222585161
"GO:0005796",0.119164039677686,0.921085602788735,28,89,"Golgi lumen","CC",1,0.00653289780681288
"GO:0005694",0.120671573318842,0.890424212500465,473,1807,"chromosome","CC",1,0.110359309379375
"GO:0031519",0.120731775177684,0.931445782289717,16,47,"PcG protein complex","CC",1,0.00373308446103593
"GO:0098978",0.121407320185957,0.897129842149272,154,555,"glutamatergic synapse","CC",1,0.0359309379374708
